,도서명,카테고리,정가,평점,리뷰수,태그
3410,변화하는 세계 질서,경제/경영,"38,000",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
3411,2022 ADsP 데이터 분석 준전문가,컴퓨터/IT,"28,000",0.0,7,#모의고사 #인사이트 #마이닝
3412,나는 대출 없이 0원으로 소형 아파트를 산다,경제/경영,"20,000",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
3413,진짜 쓰는 실무 엑셀,컴퓨터/IT,"21,000",9.9,0,#쿼리 #피벗 테이블 #슬라이
3414,데이터로 경험을 디자인하라,경제/경영,"19,000",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
3415,그냥 하지 말라 10만부 기념 리커버에디션(색상랜덤),경제/경영,"17,000",8.3,14,#자본 #미래상 #빅데이터
3416,SQL 자격검정 실전문제,컴퓨터/IT,"18,000",9.5,256,#고급 활용 #국가 공인 #아키텍처
3417,비전공자를 위한 이해할 수 있는 IT 지식,컴퓨터/IT,"16,800",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
3418,2022 수제비 정보처리기사 필기 1권+2권 합본세트,컴퓨터/IT,"36,500",9.2,14,#프로시저 #소프트웨어 설계 #데이터베이스 구축
3419,Do it! 쉽게 배우는 파이썬 데이터 분석,컴퓨터/IT,"23,000",9.4,67,#프로그래밍 #튜플 #딕셔너리
3420,1일 1로그 100일 완성 IT 지식,컴퓨터/IT,"20,000",9.4,9,#IT수업 #컴퓨터과학 #명강의 #하드웨어 #통신 #데이터
3421,만들면서 배우는 파이썬과 40개의 작품들,컴퓨터/IT,"18,800",9.0,0,#크롤링 #엑셀 파일 #네이버
3422,2022 이기적 컴퓨터활용능력 2급 필기 기본서,컴퓨터/IT,"20,000",9.6,14,#스프레드시트 일반 #기출 변형 문제 #데이터 입력
3423,"빅데이터, 인공지능을 만나다",경제/경영,"19,000",9.6,5,#경제전망 #디지털 #혁명 #트레스포메이션 #플랫폼 #분석 #구축 #활용 #운영
3424,컨버티드: 마음을 훔치는 데이터분석의 기술,경제/경영,"17,800",8.6,9,#대화 #주도권 #관계 #욕망 #호기심 #성과 #테스트
3425,데이터 천재들은 어떻게 기획하고 분석할까?,경제/경영,"18,000",9.7,3,#입문서 #사례 #빅데이터 #합리적 #의사결정
3426,2022 에듀윌 한국사능력검정시험 2주끝장 심화,인문,"21,000",10,0,#급 합격 #빈출 #단기 합격
3427,이기적 빅데이터분석기사 실기 기본서,컴퓨터/IT,"32,000",9.6,3,#파이썬 프로그래밍 #지도 학습 #전처리
3428,면접을 위한 CS 전공지식 노트,컴퓨터/IT,"24,000",10,0,#스레드 #디자인 패턴 #무결성
3429,팩트풀니스,인문,"19,800",9.9,1,#사실충실성 #탈진실 #편견
3430,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
3431,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",0.0,7,#모의고사 #인사이트 #마이닝
3432,변화하는 세계 질서,경제/경영,"38,000",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
3433,2022 ADsP 데이터 분석 준전문가,컴퓨터/IT,"28,000",9.9,0,#쿼리 #피벗 테이블 #슬라이
3434,나는 대출 없이 0원으로 소형 아파트를 산다,경제/경영,"20,000",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
3435,진짜 쓰는 실무 엑셀,컴퓨터/IT,"21,000",8.3,14,#자본 #미래상 #빅데이터
3436,데이터로 경험을 디자인하라,경제/경영,"19,000",9.5,256,#고급 활용 #국가 공인 #아키텍처
3437,그냥 하지 말라 10만부 기념 리커버에디션(색상랜덤),경제/경영,"17,000",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
3438,SQL 자격검정 실전문제,컴퓨터/IT,"18,000",9.2,14,#프로시저 #소프트웨어 설계 #데이터베이스 구축
3439,비전공자를 위한 이해할 수 있는 IT 지식,컴퓨터/IT,"16,800",9.4,67,#프로그래밍 #튜플 #딕셔너리
3440,2022 수제비 정보처리기사 필기 1권+2권 합본세트,컴퓨터/IT,"36,500",9.4,9,#IT수업 #컴퓨터과학 #명강의 #하드웨어 #통신 #데이터
3441,Do it! 쉽게 배우는 파이썬 데이터 분석,컴퓨터/IT,"23,000",9.0,0,#크롤링 #엑셀 파일 #네이버
3442,1일 1로그 100일 완성 IT 지식,컴퓨터/IT,"20,000",9.6,14,#스프레드시트 일반 #기출 변형 문제 #데이터 입력
3443,만들면서 배우는 파이썬과 40개의 작품들,컴퓨터/IT,"18,800",9.6,5,#경제전망 #디지털 #혁명 #트레스포메이션 #플랫폼 #분석 #구축 #활용 #운영
3444,2022 이기적 컴퓨터활용능력 2급 필기 기본서,컴퓨터/IT,"20,000",8.6,9,#대화 #주도권 #관계 #욕망 #호기심 #성과 #테스트
3445,"빅데이터, 인공지능을 만나다",경제/경영,"19,000",9.7,3,#입문서 #사례 #빅데이터 #합리적 #의사결정
3446,컨버티드: 마음을 훔치는 데이터분석의 기술,경제/경영,"17,800",10,0,#급 합격 #빈출 #단기 합격
3447,데이터 천재들은 어떻게 기획하고 분석할까?,경제/경영,"18,000",9.6,3,#파이썬 프로그래밍 #지도 학습 #전처리
3448,2022 에듀윌 한국사능력검정시험 2주끝장 심화,인문,"21,000",10,0,#스레드 #디자인 패턴 #무결성
3449,이기적 빅데이터분석기사 실기 기본서,컴퓨터/IT,"32,000",9.9,1,#사실충실성 #탈진실 #편견
3450,면접을 위한 CS 전공지식 노트,컴퓨터/IT,"24,000",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
3451,팩트풀니스,인문,"19,800",0.0,7,#모의고사 #인사이트 #마이닝
3452,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
3453,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",9.9,0,#쿼리 #피벗 테이블 #슬라이
3454,변화하는 세계 질서,경제/경영,"38,000",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
3455,2022 ADsP 데이터 분석 준전문가,컴퓨터/IT,"28,000",8.3,14,#자본 #미래상 #빅데이터
3456,나는 대출 없이 0원으로 소형 아파트를 산다,경제/경영,"20,000",9.5,256,#고급 활용 #국가 공인 #아키텍처
3457,진짜 쓰는 실무 엑셀,컴퓨터/IT,"21,000",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
3458,데이터로 경험을 디자인하라,경제/경영,"19,000",9.2,14,#프로시저 #소프트웨어 설계 #데이터베이스 구축
3459,그냥 하지 말라 10만부 기념 리커버에디션(색상랜덤),경제/경영,"17,000",9.4,67,#프로그래밍 #튜플 #딕셔너리
3460,SQL 자격검정 실전문제,컴퓨터/IT,"18,000",9.4,9,#IT수업 #컴퓨터과학 #명강의 #하드웨어 #통신 #데이터
3461,비전공자를 위한 이해할 수 있는 IT 지식,컴퓨터/IT,"16,800",9.0,0,#크롤링 #엑셀 파일 #네이버
3462,2022 수제비 정보처리기사 필기 1권+2권 합본세트,컴퓨터/IT,"36,500",9.6,14,#스프레드시트 일반 #기출 변형 문제 #데이터 입력
3463,Do it! 쉽게 배우는 파이썬 데이터 분석,컴퓨터/IT,"23,000",9.6,5,#경제전망 #디지털 #혁명 #트레스포메이션 #플랫폼 #분석 #구축 #활용 #운영
3464,1일 1로그 100일 완성 IT 지식,컴퓨터/IT,"20,000",8.6,9,#대화 #주도권 #관계 #욕망 #호기심 #성과 #테스트
3465,만들면서 배우는 파이썬과 40개의 작품들,컴퓨터/IT,"18,800",9.7,3,#입문서 #사례 #빅데이터 #합리적 #의사결정
3466,2022 이기적 컴퓨터활용능력 2급 필기 기본서,컴퓨터/IT,"20,000",10,0,#급 합격 #빈출 #단기 합격
3467,"빅데이터, 인공지능을 만나다",경제/경영,"19,000",9.6,3,#파이썬 프로그래밍 #지도 학습 #전처리
3468,컨버티드: 마음을 훔치는 데이터분석의 기술,경제/경영,"17,800",10,0,#스레드 #디자인 패턴 #무결성
3469,데이터 천재들은 어떻게 기획하고 분석할까?,경제/경영,"18,000",9.9,1,#사실충실성 #탈진실 #편견
3470,2022 에듀윌 한국사능력검정시험 2주끝장 심화,인문,"21,000",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
3471,이기적 빅데이터분석기사 실기 기본서,컴퓨터/IT,"32,000",0.0,7,#모의고사 #인사이트 #마이닝
3472,면접을 위한 CS 전공지식 노트,컴퓨터/IT,"24,000",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
3473,팩트풀니스,인문,"19,800",9.9,0,#쿼리 #피벗 테이블 #슬라이
3474,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
3475,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",8.3,14,#자본 #미래상 #빅데이터
3476,변화하는 세계 질서,경제/경영,"38,000",9.5,256,#고급 활용 #국가 공인 #아키텍처
3477,2022 ADsP 데이터 분석 준전문가,컴퓨터/IT,"28,000",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
3478,나는 대출 없이 0원으로 소형 아파트를 산다,경제/경영,"20,000",9.2,14,#프로시저 #소프트웨어 설계 #데이터베이스 구축
3479,진짜 쓰는 실무 엑셀,컴퓨터/IT,"21,000",9.4,67,#프로그래밍 #튜플 #딕셔너리
3480,데이터로 경험을 디자인하라,경제/경영,"19,000",9.4,9,#IT수업 #컴퓨터과학 #명강의 #하드웨어 #통신 #데이터
3481,그냥 하지 말라 10만부 기념 리커버에디션(색상랜덤),경제/경영,"17,000",9.0,0,#크롤링 #엑셀 파일 #네이버
3482,SQL 자격검정 실전문제,컴퓨터/IT,"18,000",9.6,14,#스프레드시트 일반 #기출 변형 문제 #데이터 입력
3483,비전공자를 위한 이해할 수 있는 IT 지식,컴퓨터/IT,"16,800",9.6,5,#경제전망 #디지털 #혁명 #트레스포메이션 #플랫폼 #분석 #구축 #활용 #운영
3484,2022 수제비 정보처리기사 필기 1권+2권 합본세트,컴퓨터/IT,"36,500",8.6,9,#대화 #주도권 #관계 #욕망 #호기심 #성과 #테스트
3485,Do it! 쉽게 배우는 파이썬 데이터 분석,컴퓨터/IT,"23,000",9.7,3,#입문서 #사례 #빅데이터 #합리적 #의사결정
3486,1일 1로그 100일 완성 IT 지식,컴퓨터/IT,"20,000",10,0,#급 합격 #빈출 #단기 합격
3487,만들면서 배우는 파이썬과 40개의 작품들,컴퓨터/IT,"18,800",9.6,3,#파이썬 프로그래밍 #지도 학습 #전처리
3488,2022 이기적 컴퓨터활용능력 2급 필기 기본서,컴퓨터/IT,"20,000",10,0,#스레드 #디자인 패턴 #무결성
3489,"빅데이터, 인공지능을 만나다",경제/경영,"19,000",9.9,1,#사실충실성 #탈진실 #편견
3490,컨버티드: 마음을 훔치는 데이터분석의 기술,경제/경영,"17,800",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
3491,데이터 천재들은 어떻게 기획하고 분석할까?,경제/경영,"18,000",0.0,7,#모의고사 #인사이트 #마이닝
3492,2022 에듀윌 한국사능력검정시험 2주끝장 심화,인문,"21,000",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
3493,이기적 빅데이터분석기사 실기 기본서,컴퓨터/IT,"32,000",9.9,0,#쿼리 #피벗 테이블 #슬라이
3494,면접을 위한 CS 전공지식 노트,컴퓨터/IT,"24,000",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
3495,팩트풀니스,인문,"19,800",8.3,14,#자본 #미래상 #빅데이터
3496,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",9.5,256,#고급 활용 #국가 공인 #아키텍처
3497,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
3498,변화하는 세계 질서,경제/경영,"38,000",9.2,14,#프로시저 #소프트웨어 설계 #데이터베이스 구축
3499,2022 ADsP 데이터 분석 준전문가,컴퓨터/IT,"28,000",9.4,67,#프로그래밍 #튜플 #딕셔너리
3500,나는 대출 없이 0원으로 소형 아파트를 산다,경제/경영,"20,000",9.4,9,#IT수업 #컴퓨터과학 #명강의 #하드웨어 #통신 #데이터
3501,진짜 쓰는 실무 엑셀,컴퓨터/IT,"21,000",9.0,0,#크롤링 #엑셀 파일 #네이버
3502,데이터로 경험을 디자인하라,경제/경영,"19,000",9.6,14,#스프레드시트 일반 #기출 변형 문제 #데이터 입력
3503,그냥 하지 말라 10만부 기념 리커버에디션(색상랜덤),경제/경영,"17,000",9.6,5,#경제전망 #디지털 #혁명 #트레스포메이션 #플랫폼 #분석 #구축 #활용 #운영
3504,SQL 자격검정 실전문제,컴퓨터/IT,"18,000",8.6,9,#대화 #주도권 #관계 #욕망 #호기심 #성과 #테스트
3505,비전공자를 위한 이해할 수 있는 IT 지식,컴퓨터/IT,"16,800",9.7,3,#입문서 #사례 #빅데이터 #합리적 #의사결정
3506,2022 수제비 정보처리기사 필기 1권+2권 합본세트,컴퓨터/IT,"36,500",10,0,#급 합격 #빈출 #단기 합격
3507,Do it! 쉽게 배우는 파이썬 데이터 분석,컴퓨터/IT,"23,000",9.6,3,#파이썬 프로그래밍 #지도 학습 #전처리
3508,1일 1로그 100일 완성 IT 지식,컴퓨터/IT,"20,000",10,0,#스레드 #디자인 패턴 #무결성
3509,만들면서 배우는 파이썬과 40개의 작품들,컴퓨터/IT,"18,800",9.9,1,#사실충실성 #탈진실 #편견
3510,2022 이기적 컴퓨터활용능력 2급 필기 기본서,컴퓨터/IT,"20,000",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
3511,"빅데이터, 인공지능을 만나다",경제/경영,"19,000",0.0,7,#모의고사 #인사이트 #마이닝
3512,컨버티드: 마음을 훔치는 데이터분석의 기술,경제/경영,"17,800",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
3513,데이터 천재들은 어떻게 기획하고 분석할까?,경제/경영,"18,000",9.9,0,#쿼리 #피벗 테이블 #슬라이
3514,2022 에듀윌 한국사능력검정시험 2주끝장 심화,인문,"21,000",10,0,#인사이트 #프레임워크 #잠재니즈 #입체적사고 #디자인씽킹 #라이프분석
3515,이기적 빅데이터분석기사 실기 기본서,컴퓨터/IT,"32,000",8.3,14,#자본 #미래상 #빅데이터
3516,면접을 위한 CS 전공지식 노트,컴퓨터/IT,"24,000",9.5,256,#고급 활용 #국가 공인 #아키텍처
3517,팩트풀니스,인문,"19,800",9.5,3,#IT기본문법 #프로그래밍언어 #운영체제 #네트워크 #API #JSON #데이터베이스 #이미지처리 #프레임워크 #라이브러리
3518,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",9.2,14,#프로시저 #소프트웨어 설계 #데이터베이스 구축
3519,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",9.4,67,#프로그래밍 #튜플 #딕셔너리
3520,변화하는 세계 질서,경제/경영,"38,000",9.4,9,#IT수업 #컴퓨터과학 #명강의 #하드웨어 #통신 #데이터
3521,2022 ADsP 데이터 분석 준전문가,컴퓨터/IT,"28,000",9.0,0,#크롤링 #엑셀 파일 #네이버
3522,나는 대출 없이 0원으로 소형 아파트를 산다,경제/경영,"20,000",9.6,14,#스프레드시트 일반 #기출 변형 문제 #데이터 입력
3523,진짜 쓰는 실무 엑셀,컴퓨터/IT,"21,000",9.6,5,#경제전망 #디지털 #혁명 #트레스포메이션 #플랫폼 #분석 #구축 #활용 #운영
3524,데이터로 경험을 디자인하라,경제/경영,"19,000",8.6,9,#대화 #주도권 #관계 #욕망 #호기심 #성과 #테스트
3525,그냥 하지 말라 10만부 기념 리커버에디션(색상랜덤),경제/경영,"17,000",9.7,3,#입문서 #사례 #빅데이터 #합리적 #의사결정
3526,SQL 자격검정 실전문제,컴퓨터/IT,"18,000",10,0,#급 합격 #빈출 #단기 합격
3527,비전공자를 위한 이해할 수 있는 IT 지식,컴퓨터/IT,"16,800",9.6,3,#파이썬 프로그래밍 #지도 학습 #전처리
3528,2022 수제비 정보처리기사 필기 1권+2권 합본세트,컴퓨터/IT,"36,500",10,0,#스레드 #디자인 패턴 #무결성
3529,Do it! 쉽게 배우는 파이썬 데이터 분석,컴퓨터/IT,"23,000",9.9,1,#사실충실성 #탈진실 #편견
3530,1일 1로그 100일 완성 IT 지식,컴퓨터/IT,"20,000",10,6,#빅사이클 #내부질서 #혼란 #투자 #작동원리 #미래전망 #분석자료
3531,만들면서 배우는 파이썬과 40개의 작품들,컴퓨터/IT,"18,800",0.0,7,#모의고사 #인사이트 #마이닝
3532,2022 이기적 컴퓨터활용능력 2급 필기 기본서,컴퓨터/IT,"20,000",9.5,0,#현금흐름표 #실거주 #포트폴리오 #절세 #노하우 #빅데이터 #공급량 #원칙 #지표분석
3533,"빅데이터, 인공지능을 만나다",경제/경영,"19,000",9.9,0,#쿼리 #피벗 테이블 #슬라이
